Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr2	158962413	0.162399036553	122.615250664
chr2	158963308	0.162538253566	122.615396011
chr2	158963375	0.162538253566	122.615406901
chr2	158963603	0.162538253566	122.61544396
chr2	158964078	0.162932996299	122.615521165
chr2	158964236	0.162932996299	122.615546909
chr2	158964286	0.230413139277	122.615555055
chr2	158965890	0.230413139277	122.615924638
chr2	158972318	0.230413139277	122.617405734
chr2	158972965	0.291261372518	122.617554811
chr2	158973308	0.291261372518	122.617654714
chr2	158977126	0.291261372518	122.61876675
chr2	158977145	0.335572216151	122.618772284
chr2	158977793	0.335572216151	122.618989734
chr2	158992562	0.335572216151	122.6239458
chr2	158992724	0.485522459395	122.624000163
chr2	158993347	0.485522459395	122.624302644
chr2	158993800	0.485522459394	122.624522585
chr2	158994203	0.823839843215	122.624718251
chr2	158994321	0.823839843215	122.624815464
chr2	159001871	0.293926103886	122.631035455
chr2	159005834	0.187291448339	122.632200284
chr2	159018087	0.187291448338	122.634495166
chr2	159018162	0.24951332779	122.634509213
chr2	159018319	0.249844319761	122.634548387
chr2	159019149	0.249844319761	122.634755757
chr2	159019267	0.249844319761	122.634785239
chr2	159019379	0.278880272533	122.634813221
chr2	159019516	0.278880272533	122.634851428
chr2	159032800	0.278880272532	122.638556074
chr2	159034714	14.0036720163	122.63908985
chr2	159034751	14.0036720163	122.639607986
chr2	159038335	0.542413668751	122.689797147
chr2	159040298	0.500585297213	122.690861905
chr2	159056403	0.500585297212	122.698923831
chr2	159057671	1.11135454683	122.699558573
chr2	159058070	2.26818111624	122.700002004
chr2	159058095	3.50451363575	122.700058708
chr2	159058164	3.50451363575	122.70030052
chr2	159058479	3.50451363575	122.701404441
chr2	159058673	6.04024373856	122.702084317
chr2	159058678	7.45234386533	122.702114518
chr2	159058759	7.45234386533	122.702718158
chr2	159059917	0.592925468682	122.711347972
chr2	159074855	0.441691649093	122.720205093
chr2	159090975	0.441691649093	122.727325162
chr2	159091147	0.598333158933	122.727401133
chr2	159091225	0.598333158933	122.727447803
chr2	159093390	0.598333158933	122.728743195
chr2	159093576	0.702516260997	122.728854485
chr2	159093605	0.702516260997	122.728874858
chr2	159093688	0.702516260997	122.728933166
chr2	159093878	0.702542550524	122.729066645
chr2	159093932	1.69323289747	122.729104582
chr2	159094353	1.69323289747	122.729817433
chr2	159094928	1.69323289747	122.730791042
chr2	159095184	2.43561961505	122.731224509
chr2	159095325	2.43561961504	122.731567932
chr2	159097290	0.169052181997	122.736353924
chr2	159109368	0.169052181997	122.738395737
chr2	159109865	0.525740653973	122.738479756
chr2	159109867	0.546057290179	122.738480807
chr2	159109894	0.779953509876	122.738495551
chr2	159109903	1.34789043096	122.73850257
chr2	159109924	1.44971048653	122.738530876
chr2	159110157	1.44971048653	122.738868658
chr2	159124424	0.822315914416	122.759551678
chr2	159124664	0.484666985801	122.759749034
chr2	159124777	0.408626456358	122.759803801
chr2	159128302	0.391665805054	122.761244209
chr2	159128355	0.299448427199	122.761264968
chr2	159139427	0.230471844514	122.764580461
chr2	159159072	0.230471844514	122.76910808
chr2	159159184	0.230973503691	122.769133893
chr2	159159526	0.230973503691	122.769212886
chr2	159163508	0.240575096957	122.770132622
chr2	159166134	0.240575096957	122.770764372
chr2	159166306	0.247953156704	122.770805751
chr2	159166674	0.319533293181	122.770896998
chr2	159167000	0.338604374537	122.771001166
chr2	159167129	0.338604374537	122.771044846
chr2	159179504	0.136537508606	122.775235075
chr2	159180049	0.135748079342	122.775309488
chr2	159186723	0.135245985643	122.776215471
chr2	159186731	0.135099479013	122.776216553
chr2	159186734	0.135092673983	122.776216958
chr2	159211973	0.135092673983	122.779626562
chr2	159212193	0.120998563493	122.779656282
chr2	159212272	0.0518847267928	122.779665841
chr2	159213293	0.0511338041187	122.779718816
chr2	159213305	0.0511338041187	122.779719429
chr2	159235075	0.0511338041187	122.780832612
chr2	159235127	0.0505052633943	122.780835271
chr2	159235258	0.0504774590133	122.780841887
chr2	159236190	0.0504774590134	122.780888932
chr2	159249269	0.394772402915	122.781549127
chr2	159251889	0.394772402915	122.782583431
chr2	159251940	0.229325433988	122.782603564
chr2	159252255	0.229325433988	122.782675802
chr2	159265262	0.328062653584	122.785658637
chr2	159280500	0.328062653584	122.790657656
chr2	159280555	0.231665883028	122.7906757
chr2	159280778	0.231665883028	122.790727361
chr2	159302843	0.231665883028	122.795839069
chr2	159303401	0.63143593555	122.795968338
chr2	159303551	2.06781125888	122.796063054
chr2	159303611	2.06781125888	122.796187122
chr2	159310845	0.192737032784	122.811145669
chr2	159311283	0.192715752305	122.811230088
chr2	159311575	0.131738132841	122.811286361
chr2	159311644	0.130341918582	122.811295451
chr2	159341752	0.130341918582	122.815219785
chr2	159341804	0.123699270983	122.815226563
chr2	159341807	0.123695191175	122.815226934
chr2	159341836	0.108934919703	122.815230521
chr2	159341845	0.108934919703	122.815231502
chr2	159341852	0.108917300983	122.815232264
chr2	159341871	0.108917300983	122.815234334
chr2	159407971	0.127925716697	122.822433767
chr2	159409014	0.147389293573	122.822567194
chr2	159409765	0.393667609411	122.822677883
chr2	159416811	0.393667609411	122.825451665
chr2	159416848	0.34031437435	122.825466231
chr2	159416858	0.284639244772	122.825469634
chr2	159416959	0.284639244772	122.825498383
chr2	159419129	0.284639244772	122.82611605
chr2	159419175	0.197944937334	122.826129143
chr2	159419323	0.197944937334	122.826158439
chr2	159432998	0.197944937334	122.828865336
chr2	159433064	0.149821266646	122.8288784
chr2	159433667	0.149821266646	122.828968743
chr2	159453006	0.187354245019	122.831866136
chr2	159483385	0.197724960891	122.837557771
chr2	159483388	0.197740160159	122.837558364
chr2	159500240	0.215830309555	122.840890681
chr2	159503015	0.243531031296	122.84148961
chr2	159503637	0.244979152513	122.841641086
chr2	159503757	0.254025922632	122.841670484
chr2	159530545	0.305023463048	122.84847533
chr2	159530650	0.791831612234	122.848507358
chr2	159534705	1.59965572414	122.851718235
chr2	159538715	1.76870579366	122.858132854
chr2	159542099	1.76870579366	122.864118155
chr2	159542257	0.928721969539	122.86439761
chr2	159542403	0.92872196954	122.864533204
chr2	159543740	0.92872196954	122.865774905
chr2	159544403	0.456761363016	122.866390648
chr2	159544550	0.456761363016	122.866457792
chr2	159545756	0.456761363016	122.867008646
chr2	159545787	0.456682049953	122.867022805
chr2	159545830	0.456682049953	122.867042443
chr2	159545921	0.228559555732	122.867084001
chr2	159546411	0.227361624823	122.867195995
chr2	159546518	0.227221049262	122.867220323
chr2	159546596	0.226989431761	122.867238046
chr2	159546707	0.226989431761	122.867263242
chr2	159558917	0.383775694495	122.870034783
chr2	159558930	0.439185014507	122.870039772
chr2	159571392	0.490207115939	122.875512896
chr2	159571401	0.667028774349	122.875517307
chr2	159574477	1.45530186388	122.877569088
chr2	159574481	3.85623253397	122.877574909
chr2	159578284	3.85623253397	122.892240161
chr2	159578643	3.79210907384	122.893624549
chr2	159578818	3.79210907384	122.894288168
chr2	159590460	3.79210907384	122.938435902
chr2	159591061	1.13371464125	122.940714959
chr2	159591114	0.991320689735	122.940775046
chr2	159591797	0.991320689736	122.941452118
chr2	159602673	1.56796312585	122.952233722
chr2	159607002	1.56796312585	122.959021434
chr2	159607759	1.56623891337	122.960208383
chr2	159607873	1.56623891337	122.960386934
chr2	159608004	1.56623891337	122.960592111
chr2	159608092	1.27217972477	122.96072994
chr2	159608658	0.277882127929	122.961449994
chr2	159608965	0.277882127929	122.961535304
chr2	159660869	0.277882127929	122.975958498
chr2	159661076	0.785874164227	122.976016019
chr2	159661110	0.785874164227	122.976042739
chr2	159662904	0.785874164227	122.977452597
chr2	159663098	1.09515267135	122.977605057
chr2	159663201	1.09515267135	122.977717858
chr2	159665222	1.09515267135	122.979931161
chr2	159665381	1.13820220671	122.98010529
chr2	159665398	1.16395076339	122.98012464
chr2	159665609	1.16395076339	122.980370233
chr2	159666071	1.16395076339	122.980907979
chr2	159666151	1.89327532903	122.981001095
chr2	159666414	1.89327532903	122.981499026
chr2	159671991	1.89264162312	122.992057823
chr2	159672441	0.169001638349	122.992909511
chr2	159680729	0.145630925532	122.994310197
chr2	159693063	0.145630925532	122.996106409
chr2	159693822	0.218026120259	122.996216943
chr2	159693829	0.236037297251	122.996218469
chr2	159693846	0.236037297251	122.996222481
chr2	159702435	0.236037297251	122.998249806
chr2	159703396	0.238997654588	122.998476638
chr2	159703676	0.242197646855	122.998543557
chr2	159704115	0.322935952111	122.998649882
chr2	159704225	0.636833926405	122.998685405
chr2	159704292	0.636833926405	122.998728073
chr2	159705869	0.636833926405	122.99973236
chr2	159705987	0.639748103134	122.999807506
chr2	159706147	0.639748103134	122.999909866
chr2	159706224	0.639748103134	122.999959126
chr2	159706468	0.641592173164	123.000115225
chr2	159706604	0.816833239082	123.000202481
chr2	159706608	0.816833239081	123.000205749
chr2	159706623	0.817493001014	123.000218001
chr2	159706625	0.819624720886	123.000219636
chr2	159706762	2.18960117193	123.000331925
chr2	159706767	2.19078192243	123.000342873
chr2	159706787	3.73177086432	123.000386689
chr2	159706789	3.73177086432	123.000394152
chr2	159706790	7.62070319997	123.000397884
chr2	159706802	7.62070319997	123.000489332
chr2	159706810	7.62070319997	123.000550298
chr2	159706821	12.9482886605	123.000634126
chr2	159706844	12.9482886605	123.000931936
chr2	159706902	27.3009401696	123.001682937
chr2	159706932	27.3009401696	123.002501965
chr2	159707841	5.34248613363	123.02731852
chr2	159708411	4.66177149033	123.030363737
chr2	159708438	4.44540416645	123.030489605
chr2	159708473	3.85288559504	123.030645194
chr2	159708539	3.60401134596	123.030899484
chr2	159708613	3.0334019714	123.031166181
chr2	159708971	1.92895452578	123.032252139
chr2	159709247	1.92854937027	123.032784531
chr2	159709253	1.92792028541	123.032796102
chr2	159709254	1.87144458061	123.03279803
chr2	159709381	0.568353793061	123.033035703
chr2	159711508	0.470660119893	123.034244592
chr2	159711626	0.269954463226	123.03430013
chr2	159711765	0.180074659936	123.034337653
chr2	159719957	0.180074659936	123.035812825
chr2	159720288	0.206478436819	123.03587243
chr2	159720290	0.308212763791	123.035872843
chr2	159720487	0.308844445145	123.035933561
chr2	159720605	0.308844445145	123.035970004
chr2	159721533	0.308844445145	123.036256612
chr2	159721721	1.3404563947	123.036314675
chr2	159721785	1.3404563947	123.036400464
chr2	159722224	1.3404563947	123.036988924
chr2	159722255	1.50970697462	123.037030478
chr2	159722552	2.31314488587	123.037478861
chr2	159722744	2.31314488587	123.037922985
chr2	159725746	1.94086698744	123.044867046
chr2	159726217	0.868173394838	123.045781194
chr2	159729182	0.868173394838	123.048355328
chr2	159729218	0.873642911071	123.048386583
chr2	159729225	0.873642911071	123.048392698
chr2	159732021	0.873642911071	123.050835404
chr2	159732106	1.22680101606	123.050909663
chr2	159732153	2.06752089479	123.050967323
chr2	159732272	2.06752089479	123.051213358
chr2	159732828	2.06752089479	123.0523629
chr2	159732946	2.40278709543	123.052606867
chr2	159732950	3.10892862377	123.052616478
chr2	159733057	3.10892862377	123.052949134
chr2	159733059	3.10951438176	123.052955352
chr2	159733061	7.7530375261	123.052961571
chr2	159733081	13.5697616938	123.053116631
chr2	159733291	13.5697616938	123.055966281
chr2	159735252	5.72969826587	123.082576584
chr2	159735396	5.01841794304	123.08340166
chr2	159735545	2.36590749881	123.084149405
chr2	159735667	0.983213333033	123.084438045
chr2	159742410	0.983213333032	123.091067853
chr2	159742476	1.00004521367	123.091132745
chr2	159742490	1.06863800588	123.091146746
chr2	159742781	1.06863800588	123.091457719
chr2	159742861	1.14061039779	123.09154321
chr2	159742901	1.31136243363	123.091588835
chr2	159742904	1.31136243363	123.091592769
chr2	159745708	1.1002488874	123.095269829
chr2	159745775	0.930393264599	123.095343546
chr2	159745816	0.908664550612	123.095381692
chr2	159746040	0.561936891701	123.095585233
chr2	159749399	0.318336609904	123.097472779
chr2	159750622	0.29237713341	123.097862105
chr2	159753098	0.267978990011	123.09858603
chr2	159759093	0.24549043993	123.100192564
chr2	159771528	0.24549043993	123.103245238
chr2	159771766	0.34197882282	123.103303665
chr2	159771817	0.34197882282	123.103321106
chr2	159778781	0.334452390251	123.105702646
chr2	159778782	0.255866542104	123.105702981
chr2	159791232	0.255866542104	123.108888519
chr2	159791389	0.305270560484	123.10892869
chr2	159791659	0.305270560484	123.109011113
chr2	159800977	0.305270560484	123.111855624
chr2	159801252	0.970416012217	123.111939574
chr2	159801301	0.970416012217	123.111987124
chr2	159808695	0.894330805986	123.11916238
chr2	159809087	0.360987777988	123.119512958
chr2	159816468	0.322452928589	123.122177408
chr2	159818876	0.276970423486	123.122953875
chr2	159819868	0.262782790754	123.12322863
chr2	159819908	0.247249611761	123.123239141
chr2	159823926	0.223760886068	123.12423259
chr2	159824144	0.179379202796	123.12428137
chr2	159848585	0.142687883653	123.128665577
chr2	159851377	0.121984283199	123.129063962
chr2	159851422	0.101651415598	123.129069451
chr2	159851548	0.10087946975	123.129082259
chr2	159912832	0.10087946975	123.135264556
chr2	159912861	0.124367554803	123.135267482
chr2	159913003	0.124379737106	123.135285142
chr2	159913012	0.124382104889	123.135286261
chr2	159913357	0.124382104889	123.135329173
chr2	159947333	0.124382104889	123.13955518
chr2	159947556	0.150266135505	123.139582917
chr2	159947600	0.150266135505	123.139589529
chr2	159947654	0.150266135505	123.139597643
chr2	159947738	0.820970681603	123.139610265
chr2	159947889	0.820970681602	123.139734232
chr2	159948100	0.979516244816	123.139907457
chr2	159948152	0.979516244816	123.139958392
chr2	159949043	0.979516244815	123.140831141
chr2	159949328	2.16365387329	123.141110303
chr2	159950275	2.16365387329	123.143159283
chr2	159958177	1.41568276023	123.160256476
chr2	159958893	0.87899264576	123.161270105
chr2	159963286	0.438110533985	123.165131519
chr2	159963318	0.28259968721	123.165145539
chr2	159963319	0.282565296382	123.165145821
chr2	159970761	0.282565296382	123.167248672
chr2	159970923	0.330882211106	123.167294448
chr2	159970938	0.330882211106	123.167299411
chr2	159983049	0.330882211106	123.171306726
chr2	159983206	0.358811789293	123.171358674
chr2	159983330	0.692322726839	123.171403167
chr2	159983435	0.697833670208	123.171475861
chr2	159983517	1.02853272014	123.171533083
chr2	159983784	1.26984221561	123.171807701
chr2	159983830	4.37687191584	123.171866114
chr2	159983949	4.37687191584	123.172386962
chr2	159986549	4.2636729408	123.183766829
chr2	159986663	0.915909360931	123.184252888
chr2	159986867	0.269398075686	123.184439733
chr2	159997908	0.161832133899	123.187414157
chr2	160019446	0.124658489935	123.190899698
chr2	160019498	0.11838339348	123.19090618
chr2	160053444	0.11838339348	123.194924823
chr2	160054019	0.378079636322	123.194992893
chr2	160054035	0.595252331354	123.194998942
chr2	160054057	0.595252331354	123.195012038
chr2	160054060	0.79274560939	123.195013824
chr2	160054065	2.83786354705	123.195017787
chr2	160054138	2.83786354705	123.195224951
chr2	160064394	1.23122818412	123.22433008
chr2	160072834	1.18284098546	123.234721646
chr2	160073034	1.06828742209	123.234958214
chr2	160073208	0.923479044224	123.235144096
chr2	160073221	0.770769165321	123.235156101
chr2	160073263	0.765034566439	123.235188474
chr2	160073880	0.566476541232	123.2356605
chr2	160073894	0.523854185014	123.235668431
chr2	160074079	0.415336232154	123.235765344
chr2	160074180	0.320779294736	123.235807293
chr2	160074323	0.210066746259	123.235853164
chr2	160074339	0.183810822979	123.235856525
chr2	160082124	0.183810822978	123.237287492
chr2	160082330	0.214103450729	123.237325357
chr2	160082353	0.214103450729	123.237330282
chr2	160082363	0.616848015126	123.237332423
chr2	160082383	0.616848015125	123.23734476
chr2	160089927	0.616848015125	123.241998261
chr2	160090053	2.40383192137	123.242075984
chr2	160090242	2.40383192137	123.242530308
chr2	160091501	1.75845405507	123.245556733
chr2	160091589	1.13990074056	123.245711477
chr2	160091605	0.177422575765	123.245729715
chr2	160100332	0.175419335634	123.247278082
chr2	160100547	0.168104149122	123.247315797
chr2	160110796	0.143866986952	123.249038696
chr2	160127547	0.105597640397	123.251448612
chr2	160127551	0.0933255979024	123.251449035
chr2	160141067	0.0933255979023	123.252710423
chr2	160141579	0.315304318492	123.252758206
chr2	160141684	0.709201057736	123.252791313
chr2	160141695	0.72137872484	123.252799114
chr2	160141784	0.72137872484	123.252863317
chr2	160146176	0.72137872484	123.256031612
chr2	160146359	0.874780961134	123.256163625
chr2	160146364	8.54983299511	123.256167999
chr2	160146535	8.54983299511	123.25763002
chr2	160148961	0.68348561121	123.278371915
chr2	160148997	0.31316772518	123.27839652
chr2	160153697	0.29878491558	123.279868409
chr2	160153702	0.214852270374	123.279869903
chr2	160164537	0.173842867516	123.282197827
chr2	160164715	0.163125998491	123.282228771
chr2	160164777	0.130760158478	123.282238885
chr2	160175871	0.130760158478	123.283689538
chr2	160176638	0.177056259647	123.283789831
chr2	160177374	0.24407090758	123.283920144
chr2	160177661	0.24407090758	123.283990193
chr2	160180791	0.24407090758	123.284754135
chr2	160180939	0.270398289659	123.284790257
chr2	160181895	0.343401472347	123.285048758
chr2	160182073	0.397515660538	123.285109883
chr2	160182301	0.397515660537	123.285200517
chr2	160192498	0.397515660537	123.289253984
chr2	160193369	1.35187921699	123.28960022
chr2	160193991	1.35187921699	123.290441089
chr2	160198936	1.35187921699	123.297126132
chr2	160200308	4.14902001695	123.29898091
chr2	160200329	4.15121725105	123.29906804
chr2	160200429	4.15121725105	123.299483161
chr2	160205144	0.124183756631	123.319056151
chr2	160218226	0.124183756631	123.320680723
chr2	160218406	0.233848850375	123.320703076
chr2	160218413	0.518930018915	123.320704713
chr2	160218474	0.518930018914	123.320736367
chr2	160225584	0.230754356751	123.32442596
chr2	160234760	0.230754356751	123.326543362
chr2	160234853	0.405157547094	123.326564822
chr2	160235381	0.405157547094	123.326778745
chr2	160261720	0.272502877747	123.33745019
chr2	160264719	0.209531415627	123.338267426
chr2	160273058	0.139302169119	123.340014708
chr2	160285574	0.139302169119	123.341758214
chr2	160285659	0.320943102966	123.341770055
chr2	160285933	0.320943102965	123.341857993
chr2	160290518	0.320943102965	123.343329518
chr2	160290558	0.33250083221	123.343342355
chr2	160290589	0.33250083221	123.343352663
chr2	160292624	0.198906632055	123.344029302
chr2	160292932	0.159985003116	123.344090565
chr2	160292941	0.124439627012	123.344092005
chr2	160313001	0.083230746265	123.346588264
chr2	160322162	0.0832307462649	123.347350741
chr2	160322467	5.63052406336	123.347376126
chr2	160322526	5.63052406336	123.347708327
chr2	160322655	5.63052406336	123.348434665
chr2	160322782	6.93191615627	123.349149741
chr2	160323078	64.0960160314	123.351201589
chr2	160323394	64.0960160313	123.37145593
chr2	160324187	3.15910317369	123.42228407
chr2	160324456	1.49071499006	123.423133869
chr2	160324621	1.29779822203	123.423379837
chr2	160326048	0.684636659654	123.425231795
chr2	160326072	0.661195372046	123.425248226
chr2	160326141	0.42940380655	123.425293849
chr2	160326768	0.128173910267	123.425563085
chr2	160326967	0.111858152641	123.425588592
chr2	160327909	0.107316213617	123.425693962
chr2	160387749	0.107316213617	123.432115764
chr2	160388135	0.116918341978	123.432157188
chr2	160388542	0.117107625515	123.432204774
chr2	160388991	0.126708184739	123.432257355
chr2	160389244	0.131048140248	123.432289413
chr2	160389770	0.14297435211	123.432358344
chr2	160390049	0.158786932001	123.432398234
chr2	160390261	0.192583681679	123.432431897
chr2	160390808	0.192583681679	123.43253724
chr2	160402490	0.192583681679	123.434787002
chr2	160402768	0.22994204524	123.434840541
chr2	160402967	0.22994204524	123.434886299
chr2	160425964	0.149690786198	123.440174276
chr2	160433747	0.102423976062	123.44133932
chr2	160440514	0.102020228438	123.442032423
chr2	160440774	0.086439095244	123.442058948
chr2	160440780	0.0695086184496	123.442059467
chr2	160440868	0.0652638371436	123.442065583
chr2	160480464	0.0692853598187	123.44464977
chr2	160480535	0.0698263660106	123.44465469
chr2	160480605	0.0707696142424	123.444659577
chr2	160480633	0.077360714601	123.444661559
chr2	160482080	0.0791170014722	123.4447735
chr2	160509592	0.136507812856	123.446950167
chr2	160519487	0.2173116998	123.448300912
chr2	160519519	0.343857773532	123.448307866
chr2	160524510	0.271913709107	123.45002406
chr2	160524595	0.139185394098	123.450047172
chr2	160524792	0.0826674528222	123.450074592
chr2	160562809	0.15597763636	123.453217361
chr2	160563001	0.187585878051	123.453247308
chr2	160563065	0.210008513433	123.453259314
chr2	160563069	0.219977421871	123.453260154
chr2	160563071	0.362332685117	123.453260594
chr2	160572332	0.362332685117	123.456616157
chr2	160572502	0.28917711602	123.456677753
chr2	160572518	0.0565008910537	123.45668238
chr2	160572717	0.039799194371	123.456693624
chr2	160572836	0.039799194371	123.45669836
chr2	160601994	0.039799194371	123.457858825
chr2	160602038	0.0404115034186	123.457860576
chr2	160602160	0.042289084583	123.457865506
chr2	160602257	0.0662406762662	123.457869608
chr2	160602405	0.0662406762662	123.457879412
chr2	160648785	0.0662406762662	123.460951654
chr2	160649219	0.227439196702	123.460980403
chr2	160649254	0.279680741706	123.460988363
chr2	160650108	0.282018460546	123.461227211
chr2	160650426	0.282018460546	123.461316892
chr2	160650455	0.282018460546	123.461325071
chr2	160650704	0.28980720605	123.461395294
chr2	160650734	0.293171288434	123.461403988
chr2	160650935	0.293171288434	123.461462915
chr2	160664894	0.293171288434	123.465555293
chr2	160664906	0.32810883234	123.465558811
chr2	160664961	0.328697547885	123.465576857
chr2	160665277	0.330517927398	123.465680726
chr2	160665402	0.330517927398	123.46572204
chr2	160669634	0.330517927398	123.467120792
chr2	160670214	0.398256069604	123.467312493
chr2	160670228	0.876955406758	123.467318068
chr2	160670259	0.884039477731	123.467345254
chr2	160670290	1.00191500032	123.467372659
chr2	160670423	1.00191500032	123.467505914
chr2	160673122	1.00191500032	123.470210082
chr2	160673518	1.41849537218	123.470606841
chr2	160673525	2.73828418782	123.47061677
chr2	160673629	2.73828418782	123.470901552
chr2	160677374	1.06504010928	123.481156426
chr2	160677435	0.754724162245	123.481221394
chr2	160678148	0.631434909896	123.481759512
chr2	160679120	0.305772623685	123.482373267
chr2	160679166	0.180126436623	123.482387332
chr2	160679237	0.0929259291669	123.482400121
chr2	160687793	0.0929259291669	123.483195195
chr2	160688216	0.113087914827	123.483234503
chr2	160688240	0.113087914827	123.483237217
chr2	160688350	1.80282861538	123.483249657
chr2	160688468	1.80282861538	123.483462391
chr2	160691693	0.79680045517	123.489276513
chr2	160691726	0.467596691102	123.489302807
chr2	160692081	0.464721482576	123.489468804
chr2	160704615	0.584043406202	123.495293623
chr2	160704680	1.98449757132	123.495331586
chr2	160707465	1.98449757132	123.500858412
chr2	160707865	0.332756763772	123.501652211
chr2	160708049	0.332756763773	123.501713438
chr2	160708058	0.28610913396	123.501716433
chr2	160708445	0.28610913396	123.501827157
chr2	160708644	0.28610913396	123.501884093
chr2	160708866	0.286011235223	123.501947609
chr2	160708922	0.285873879977	123.501963626
chr2	160708932	0.285873879977	123.501966484
chr2	160709784	0.185857600686	123.502210049
chr2	160709929	0.132809108401	123.502236998
chr2	160710215	0.104708157359	123.502274982
chr2	160710921	0.0687930259734	123.502348906
chr2	160711044	0.0687930259734	123.502357367
chr2	160725138	0.115599660216	123.503326936
chr2	160725410	0.220182867781	123.503358379
chr2	160725947	0.551614901446	123.503476617
chr2	160743792	0.551614901446	123.513320185
chr2	160743895	0.424175631337	123.513377002
chr2	160744479	0.424175631338	123.51362472
chr2	160744983	0.329981715373	123.513838505
chr2	160745005	0.328443257725	123.513845764
chr2	160745139	0.319266787277	123.513889776
chr2	160745202	0.273105928127	123.51390989
chr2	160745537	0.273105928127	123.51400138
chr2	160761787	0.273105928127	123.518439351
chr2	160761807	0.159936980582	123.518444813
chr2	160762040	0.159936980582	123.518482079
chr2	160778199	0.19758383654	123.5210665
chr2	160778359	0.230366370083	123.521098114
chr2	160778421	0.275650259346	123.521112397
chr2	160779522	0.310278173207	123.521415888
chr2	160779531	0.352884211062	123.52141868
chr2	160780431	0.901192660701	123.521736276
chr2	160782599	0.901192660701	123.523690062
chr2	160782683	0.782711906079	123.523765762
chr2	160782731	0.242196797216	123.523803332
chr2	160782834	0.240690634405	123.523828278
chr2	160783412	0.240690634405	123.523967397
chr2	160821066	0.251684480197	123.533030362
chr2	160821118	0.337389283535	123.53304345
chr2	160834243	0.337389283535	123.537471684
chr2	160834345	0.324476269762	123.537506098
chr2	160834389	0.292728398981	123.537520375
chr2	160834419	0.262057141624	123.537529157
chr2	160834425	0.257706136173	123.537530729
chr2	160834434	0.213714709161	123.537533049
chr2	160834446	0.138629395013	123.537535613
chr2	160834546	0.138629395013	123.537549476
chr2	160834567	0.138629395013	123.537552387
chr2	160834576	0.12746148874	123.537553635
chr2	160834807	0.12746148874	123.537583079
chr2	160856170	0.201710983755	123.540306038
chr2	160856171	0.204351656752	123.54030624
chr2	160856172	0.207557715202	123.540306444
chr2	160856173	0.225050675903	123.540306652
chr2	160860490	1.07360471214	123.541278196
chr2	160863243	1.07360471214	123.54423383
chr2	160863437	0.562043494791	123.544442109
chr2	160863438	0.237764833736	123.544442671
chr2	160863619	0.237764833736	123.544485706
chr2	160870469	3.62632558563	123.546114395
chr2	160871423	3.62632558563	123.54957391
chr2	160871588	1.93440321654	123.550172254
chr2	160871605	0.50553927153	123.550205139
chr2	160871611	0.141385162417	123.550208172
chr2	160871798	0.141385162417	123.550234611
chr2	160878186	0.144091542685	123.551137779
chr2	160878197	0.144946992348	123.551139364
chr2	160878782	1.79403393821	123.551224158
chr2	160879887	15.3448964706	123.553206566
chr2	160881112	15.3448964707	123.572004064
chr2	160881148	10.7613811406	123.57255648
chr2	160881845	2.22385885228	123.580057163
chr2	160881917	1.67817320208	123.580217281
chr2	160882065	0.153709319552	123.58046565
chr2	160882661	0.153709319552	123.580557261
chr2	160894870	0.224130905502	123.582433898
chr2	160894929	3.2928486481	123.582447122
chr2	160897360	3.2928486481	123.590452037
chr2	160897654	3.1897159219	123.591420135
chr2	160898778	0.624686321662	123.595005375
chr2	160898782	0.117407280039	123.595007874
chr2	160898916	0.117407280039	123.595023607
chr2	160899044	0.117407280039	123.595038635
chr2	160899058	0.0958019346217	123.595040278
chr2	160899570	0.0958019346218	123.595089329
chr2	160914155	0.294958640696	123.5964866
chr2	160921684	0.294958640696	123.598707344
chr2	160921812	0.268258839879	123.598745099
chr2	160922490	0.266140266535	123.598926978
chr2	160922681	0.265989337448	123.598977811
chr2	160923011	0.25913701478	123.599065587
chr2	160923085	0.255684992906	123.599084763
chr2	160923136	0.0967735991247	123.599097803
chr2	160923421	0.0967735991248	123.599125384
chr2	160949500	0.170359698323	123.601649143
chr2	160949513	0.185833169357	123.601651357
chr2	160949520	0.191106196157	123.601652658
chr2	160949532	0.220955037174	123.601654951
chr2	160965265	0.254041957603	123.605131237
chr2	160980181	0.254041957604	123.608920527
chr2	160981031	0.1897265515	123.609136462
chr2	160981123	0.1897265515	123.609153917
chr2	161000827	0.189726551501	123.612892289
chr2	161000909	0.181399546659	123.612907847
chr2	161001168	0.18139954666	123.612954829
chr2	161053379	0.18139954666	123.622425881
chr2	161053731	0.271244823039	123.622489734
chr2	161054728	0.283621116086	123.622760165
chr2	161054747	0.29818656833	123.622765554
chr2	161055284	0.29818656833	123.62292568
chr2	161070611	0.29818656833	123.627495985
chr2	161071030	0.48362827547	123.627620925
chr2	161071132	0.585394495178	123.627670256
chr2	161071675	0.585394495178	123.627988125
chr2	161072128	0.59465641393	123.628253308
chr2	161072233	0.59465641393	123.628315747
chr2	161072543	0.736635472363	123.628500091
chr2	161072584	0.736635472363	123.628530293
chr2	161077621	0.736635472363	123.632240726
chr2	161077779	1.28809215838	123.632357114
chr2	161077822	1.78914493472	123.632412502
chr2	161077826	11.6680405651	123.632419659
chr2	161078427	11.6680405651	123.639432151
chr2	161078673	11.6680405651	123.642302489
chr2	161078890	16.5260607735	123.644834454
chr2	161078907	16.5260607735	123.645115397
